"Post Title",sell_number,car_number,color,fuel,image,km,price,title,trans,year,auction_name,vin,score
"[기아] 신형 카니발(KA4) 9인승 디젤 노블레스",4236,104하8357,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801537%2FB250801537_02_03.jpg%3F20250821161954&type=m&w=800&h=500&quality=90&ttype=jpg,131589,1840,"[기아] 신형 카니발(KA4) 9인승 디젤 노블레스",A/T,2021,"현대 경매장",KNANC81BBMS009598,"A / 6"
"[기아] 셀토스 1.6 가솔린 2WD 프레스티지",4237,10호0274,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801538%2FB250801538_02_03.jpg%3F20250821160403&type=m&w=800&h=500&quality=90&ttype=jpg,46034,1320,"[기아] 셀토스 1.6 가솔린 2WD 프레스티지",A/T,2020,"현대 경매장",KNAER812GLK004695,"A / 5"
"[기아] 신형 카니발(KA4) 9인승 디젤 노블레스",4238,104호6981,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801536%2FB250801536_02_03.jpg%3F20250821155915&type=m&w=800&h=500&quality=90&ttype=jpg,91720,1890,"[기아] 신형 카니발(KA4) 9인승 디젤 노블레스",A/T,2021,"현대 경매장",KNANC81BBMS006218,"A / 7"
"[현대] 맥스크루즈 디젤 R2.2 4WD 익스클루시브 스페셜",4239,23라9339,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801893%2FB250801893_02_03.jpg%3F20250821153929&type=m&w=800&h=500&quality=90&ttype=jpg,292645,850,"[현대] 맥스크루즈 디젤 R2.2 4WD 익스클루시브 스페셜",A/T,2014,"현대 경매장",KMHSR81XDEU007663,"A / 1"
"[현대] 아이오닉 5 EV 2WD 롱레인지 익스클루시브",4240,69버6097,,전기,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801905%2FB250801905_02_03.jpg%3F20250821161316&type=m&w=800&h=500&quality=90&ttype=jpg,89961,2395,"[현대] 아이오닉 5 EV 2WD 롱레인지 익스클루시브",A/T,2022,"현대 경매장",KMHKN81AFNU008662,"A / 8"
"[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡",4241,883버6731,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801679%2FB250801679_02_03.jpg%3F20250821154127&type=m&w=800&h=500&quality=90&ttype=jpg,99713,680,"[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡",A/T,2017,"현대 경매장",KNFSTZ76BHK141625,"A / 1"
"[현대] 포터II 활어운반차",4242,97도6267,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801719%2FB250801719_02_03.jpg%3F20250821155005&type=m&w=800&h=500&quality=90&ttype=jpg,62533,350,"[현대] 포터II 활어운반차",M/T,2015,"현대 경매장",KMFZSZ7KAFU187527,"A / 1"
"[현대] 포터II CRDi 더블캡 초장축 플러스",4243,84어3782,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801919%2FB250801919_02_03.jpg%3F20250821155310&type=m&w=800&h=500&quality=90&ttype=jpg,118255,700,"[현대] 포터II CRDi 더블캡 초장축 플러스",A/T,2015,"현대 경매장",KMFZCY7KBFU101378,"A / 1"
"[KG모빌리티(쌍용)] 뉴 코란도C 2.0 2WD 어드벤처 에디션",4244,22부8021,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801345%2FB250801345_02_03.jpg%3F20250821165538&type=m&w=800&h=500&quality=90&ttype=jpg,196875,165,"[KG모빌리티(쌍용)] 뉴 코란도C 2.0 2WD 어드벤처 에디션",A/T,2015,"현대 경매장",KPBBH3AK1FP212080,"A / 4"
"[KG모빌리티(쌍용)] 코란도 스포츠 CX7 4WD 어드벤처 에디션",4245,94루3090,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801725%2FB250801725_02_03.jpg%3F20250821165625&type=m&w=800&h=500&quality=90&ttype=jpg,230291,270,"[KG모빌리티(쌍용)] 코란도 스포츠 CX7 4WD 어드벤처 에디션",A/T,2015,"현대 경매장",KPACA4AN1FP221100,"D / 1"
"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",4246,82누3115,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801764%2FB250801764_02_03.jpg%3F20250821165319&type=m&w=800&h=500&quality=90&ttype=jpg,160748,850,"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",A/T,2019,"현대 경매장",KNCSJX76BKK351636,"A / 3"
"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",4247,82머8395,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801653%2FB250801653_02_03.jpg%3F20250821170324&type=m&w=800&h=500&quality=90&ttype=jpg,159411,730,"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",A/T,2016,"현대 경매장",KNCSJX76BGK095987,"A / 2"
"[르노(삼성)] QM3 RE",4248,38수1083,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801812%2FB250801812_02_03.jpg%3F20250821164228&type=m&w=800&h=500&quality=90&ttype=jpg,68978,555,"[르노(삼성)] QM3 RE",A/T,2015,"현대 경매장",VF12R3L1EFW663015,"A / 6"
"[KG모빌리티(쌍용)] 코란도C 클러비 2WD 파크",4249,59루6497,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801808%2FB250801808_02_03.jpg%3F20250821162632&type=m&w=800&h=500&quality=90&ttype=jpg,92826,180,"[KG모빌리티(쌍용)] 코란도C 클러비 2WD 파크",A/T,2013,"현대 경매장",KPBBH3AK1DP123070,"A / 5"
"[기아] 봉고Ⅲ화물 냉동탑차 1.2톤 킹캡",4250,83버3912,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250800149%2FB250800149_02_03.jpg%3F20250807163245&type=m&w=800&h=500&quality=90&ttype=jpg,190851,350,"[기아] 봉고Ⅲ화물 냉동탑차 1.2톤 킹캡",M/T,2013,"현대 경매장",KNFWTZ76ADK790511,"A / 1"
"[포드] F150 3.5",5001,95다3467,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801084%2FB250801084_02_03.jpg%3F20250814130406&type=m&w=800&h=500&quality=90&ttype=jpg,51516,3520,"[포드] F150 3.5",A/T,2017,"현대 경매장",1FTFW1EG9HKD03699,"A / 8"
"[현대] 포터II CRDi 슈퍼캡 초장축 스마트",4230,803도8216,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801629%2FB250801629_02_03.jpg%3F20250821111401&type=m&w=800&h=500&quality=90&ttype=jpg,336618,520,"[현대] 포터II CRDi 슈퍼캡 초장축 스마트",A/T,2018,"현대 경매장",KMFZCZ7KBJU464771,"A / 1"
"[현대] 그랜드스타렉스 5인승 디젤 밴 CVX 프리미엄",4231,83서3995,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801813%2FB250801813_02_03.jpg%3F20250821160447&type=m&w=800&h=500&quality=90&ttype=jpg,50042,855,"[현대] 그랜드스타렉스 5인승 디젤 밴 CVX 프리미엄",A/T,2014,"현대 경매장",KMFWBX7KBEU625785,"A / 1"
"[쉐보레(대우)] 임팔라 2.5 LT",4232,49너0994,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801810%2FB250801810_02_03.jpg%3F20250821162951&type=m&w=800&h=500&quality=90&ttype=jpg,94107,570,"[쉐보레(대우)] 임팔라 2.5 LT",A/T,2016,"현대 경매장",1G1155SA9GU107231,"A / 4"
"[쉐보레(대우)] 올란도 2.0 디젤 LTZ 프리미엄",4233,25서5812,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801777%2FB250801777_02_03.jpg%3F20250821161515&type=m&w=800&h=500&quality=90&ttype=jpg,225742,130,"[쉐보레(대우)] 올란도 2.0 디젤 LTZ 프리미엄",A/T,2013,"현대 경매장",KLAYA75YDDK117883,"F / 1"
"[현대] 그랜드스타렉스 11인승 디젤 CVX 럭셔리",4207,73누5509,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801752%2FB250801752_02_03.jpg%3F20250821131008&type=m&w=800&h=500&quality=90&ttype=jpg,217153,340,"[현대] 그랜드스타렉스 11인승 디젤 CVX 럭셔리",A/T,2010,"현대 경매장",KMJWA37JBAU239544,"B / 1"
"[현대] 베뉴 1.6 가솔린 스마트",4208,160호6974,,휘발유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801535%2FB250801535_02_03.jpg%3F20250821132834&type=m&w=800&h=500&quality=90&ttype=jpg,89101,830,"[현대] 베뉴 1.6 가솔린 스마트",A/T,2021,"현대 경매장",KMHRA813EMU117070,"A / 6"
"[르노(삼성)] 뉴 QM3 1.5 dCi RE",4209,10루1709,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801789%2FB250801789_02_03.jpg%3F20250821135132&type=m&w=800&h=500&quality=90&ttype=jpg,51898,865,"[르노(삼성)] 뉴 QM3 1.5 dCi RE",A/T,2019,"현대 경매장",VF1S87009KW719448,"A / 5"
"[르노(삼성)] 그랑 콜레오스 하이브리드 1.5 HEV 에스프리 알핀",4210,184소6691,,하이브리드,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801778%2FB250801778_02_03.jpg%3F20250821110659&type=m&w=800&h=500&quality=90&ttype=jpg,4118,3300,"[르노(삼성)] 그랑 콜레오스 하이브리드 1.5 HEV 에스프리 알핀",A/T,2025,"현대 경매장",KNMP5B2U1SP024930,"A / 3"
"[기아] 더 뉴스포티지R 디젤 R2.0 2WD 트렌디",4211,11서1554,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801835%2FB250801835_02_03.jpg%3F20250821133414&type=m&w=800&h=500&quality=90&ttype=jpg,95519,650,"[기아] 더 뉴스포티지R 디젤 R2.0 2WD 트렌디",A/T,2016,"현대 경매장",KNAPB813BGK859482,"B / 1"
"[기아] 신형쏘렌토(MQ4) 2.2 디젤 4WD 노블레스",4212,340두2134,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801833%2FB250801833_02_03.jpg%3F20250821140632&type=m&w=800&h=500&quality=90&ttype=jpg,58894,3950,"[기아] 신형쏘렌토(MQ4) 2.2 디젤 4WD 노블레스",A/T,2021,"현대 경매장",KNARG81BHMA108259,"A / 6"
"[현대] 팰리세이드 2.2 디젤 AWD 익스클루시브",4213,259루1171,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801654%2FB250801654_02_03.jpg%3F20250821141504&type=m&w=800&h=500&quality=90&ttype=jpg,76728,2850,"[현대] 팰리세이드 2.2 디젤 AWD 익스클루시브",A/T,2021,"현대 경매장",KMHR281ADMU173712,"A / 7"
"[기아] 니로 1.6 하이브리드 럭셔리",4214,38부9015,,하이브리드,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801033%2FB250801033_02_03.jpg%3F20250819154601&type=m&w=800&h=500&quality=90&ttype=jpg,64816,1200,"[기아] 니로 1.6 하이브리드 럭셔리",A/T,2018,"현대 경매장",KNACA81CGJA084743,"A / 5"
"[현대] 베라크루즈 디젤 4WD 익스클루시브 스페셜",4215,54라0725,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801522%2FB250801522_02_03.jpg%3F20250820131130&type=m&w=800&h=500&quality=90&ttype=jpg,313922,660,"[현대] 베라크루즈 디젤 4WD 익스클루시브 스페셜",A/T,2015,"현대 경매장",KMHNV81XDFU222310,"A / 1"
"[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 프레스티지",4216,65어3001,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801770%2FB250801770_02_03.jpg%3F20250821131948&type=m&w=800&h=500&quality=90&ttype=jpg,348038,900,"[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 프레스티지",A/T,2018,"현대 경매장",KNAPG81BBJA403460,"A / 2"
"[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 프레스티지",4217,137머3485,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801882%2FB250801882_02_03.jpg%3F20250821130728&type=m&w=800&h=500&quality=90&ttype=jpg,60602,2630,"[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 프레스티지",A/T,2022,"현대 경매장",KNARL81BGNA138836,"A / 7"
"[현대] 더 뉴팰리세이드 2.2 디젤 AWD 캘리그래피",4218,280주5878,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801785%2FB250801785_02_03.jpg%3F20250821124604&type=m&w=800&h=500&quality=90&ttype=jpg,30854,5500,"[현대] 더 뉴팰리세이드 2.2 디젤 AWD 캘리그래피",A/T,2023,"현대 경매장",KMHR581ADPU572511,"A / 8"
"[현대] 포터II 일렉트릭 카고 프리미엄 스페셜",4219,97보1171,,전기,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801646%2FB250801646_02_03.jpg%3F20250821125704&type=m&w=800&h=500&quality=90&ttype=jpg,69523,1380,"[현대] 포터II 일렉트릭 카고 프리미엄 스페셜",A/T,2021,"현대 경매장",KMFZCZ7NFMU010228,"A / 8"
"[기아] EV9 롱레인지 4WD GT 라인",4220,31너3725,,전기,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801802%2FB250801802_02_03.jpg%3F20250821110119&type=m&w=800&h=500&quality=90&ttype=jpg,64926,5690,"[기아] EV9 롱레인지 4WD GT 라인",A/T,2024,"현대 경매장",KNAAD815PRS009130,"A / 5"
"[현대] 포터II VGT 슈퍼캡 초장축 프리미엄",4221,826마4238,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801168%2FB250801168_02_03.jpg%3F20250821130326&type=m&w=800&h=500&quality=90&ttype=jpg,179246,980,"[현대] 포터II VGT 슈퍼캡 초장축 프리미엄",A/T,2022,"현대 경매장",KMFZCZ7KBNU958442,"F / 1"
"[기아] 더 뉴봉고Ⅲ화물 윙바디 1.2톤 전동식",4222,807조9146,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801426%2FB250801426_02_03.jpg%3F20250821130702&type=m&w=800&h=500&quality=90&ttype=jpg,201705,1200,"[기아] 더 뉴봉고Ⅲ화물 윙바디 1.2톤 전동식",M/T,2022,"현대 경매장",KNFWTX76ANK628867,"A / 8"
"[현대] 스타리아 2.2 디젤 라운지 9인승 4WD 프레스티지",4223,375다8119,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801902%2FB250801902_02_03.jpg%3F20250821132205&type=m&w=800&h=500&quality=90&ttype=jpg,26934,3430,"[현대] 스타리아 2.2 디젤 라운지 9인승 4WD 프레스티지",A/T,2023,"현대 경매장",KMHYB811DPU126868,"A / 8"
"[현대] 그랜드스타렉스 12인승 디젤 CVX 럭셔리",4224,71거3410,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801769%2FB250801769_02_03.jpg%3F20250821125104&type=m&w=800&h=500&quality=90&ttype=jpg,255607,580,"[현대] 그랜드스타렉스 12인승 디젤 CVX 럭셔리",A/T,2015,"현대 경매장",KMJWA37KBFU675900,"A / 2"
"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",4225,81부6899,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801569%2FB250801569_02_03.jpg%3F20250821112018&type=m&w=800&h=500&quality=90&ttype=jpg,64016,770,"[기아] 봉고Ⅲ화물 CRDi 표준캡 초장축",M/T,2019,"현대 경매장",KNCSJX76AKK333531,"A / 6"
"[기아] 더 뉴봉고Ⅲ화물 1톤 킹캡 초장축 L",4226,988가4978,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801711%2FB250801711_02_03.jpg%3F20250821111101&type=m&w=800&h=500&quality=90&ttype=jpg,7316,2420,"[기아] 더 뉴봉고Ⅲ화물 1톤 킹캡 초장축 L",A/T,2022,"현대 경매장",KNCSJZ76BNK605084,"A / 6"
"[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 스마트",4227,82소5406,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801710%2FB250801710_02_03.jpg%3F20250821133229&type=m&w=800&h=500&quality=90&ttype=jpg,31855,1440,"[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 스마트",A/T,2020,"현대 경매장",KMFWBX7KBLU149011,"A / 3"
"[현대] 포터II CRDi 슈퍼캡 초장축 프리미엄",4228,896루6287,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801670%2FB250801670_02_03.jpg%3F20250821125908&type=m&w=800&h=500&quality=90&ttype=jpg,228000,830,"[현대] 포터II CRDi 슈퍼캡 초장축 프리미엄",A/T,2019,"현대 경매장",KMFZCZ7KBKU709493,"A / 1"
"[기아] 더 뉴봉고Ⅲ화물 1톤 LPG 킹캡 초장축 GLS",4229,92주1577,,LPG,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801842%2FB250801842_02_03.jpg%3F20250821110124&type=m&w=800&h=500&quality=90&ttype=jpg,145675,920,"[기아] 더 뉴봉고Ⅲ화물 1톤 LPG 킹캡 초장축 GLS",M/T,2022,"현대 경매장",KNCSJZ75ANK538441,"A / 5"
"[현대] 포터II 활어운반차",4184,90저0389,,경유,https://img-auction.autobell.co.kr/OBmZCjL58I?src=https%3A%2F%2Fauction.autobell.co.kr%2FFileUpDown%2F2100%2Fcarimg%2F2508%2FB250801221%2FB250801221_02_03.jpg%3F20250818155019&type=m&w=800&h=500&quality=90&ttype=jpg,61840,570,"[현대] 포터II 활어운반차",M/T,2018,"현대 경매장",KMFZSZ7KAJU464032,"A / 4"
